"ID","Name","Disorder class","Type"
"1103","CHAT","Muscular","Gene"
"1118","CHIT1","Metabolic","Gene"
"1121","CHM","Ophthamological","Gene"
"1130","LYST","multiple","Gene"
"1134","CHRNA1","Muscular","Gene"
"1137","CHRNA4","Grey","Gene"
"1140","CHRNB1","Muscular","Gene"
"1141","CHRNB2","Neurological","Gene"
"1144","CHRND","Muscular","Gene"
"1145","CHRNE","Muscular","Gene"
"1161","ERCC8","multiple","Gene"
"1180","CLCN1","Muscular","Gene"
"1181","CLCN2","Neurological","Gene"
"1184","CLCN5","Grey","Gene"
"1186","CLCN7","Bone","Gene"
"1187","CLCNKA","multiple","Gene"
"1188","CLCNKB","multiple","Gene"
"1200","TPP1","Neurological","Gene"
"1201","CLN3","Neurological","Gene"
"1203","CLN5","Neurological","Gene"
"1231","CCR2","Immunological","Gene"
"1234","CCR5","Immunological","Gene"
"1244","ABCC2","Metabolic","Gene"
"1258","CNGB1","Ophthamological","Gene"
"1259","CNGA1","Ophthamological","Gene"
"1261","CNGA3","Ophthamological","Gene"
"1277","COL1A1","Grey","Gene"
"1278","COL1A2","Grey","Gene"
"1280","COL2A1","Grey","Gene"
"1281","COL3A1","Grey","Gene"
"1282","COL4A1","Neurological","Gene"
"1285","COL4A3","Renal","Gene"
"1286","COL4A4","Renal","Gene"
"1287","COL4A5","Renal","Gene"
"1288","COL4A6","Cancer","Gene"
"1289","COL5A1","Connective_tissue_disorder","Gene"
"1290","COL5A2","Connective_tissue_disorder","Gene"
"1291","COL6A1","Muscular","Gene"
"1292","COL6A2","Muscular","Gene"
"1293","COL6A3","Muscular","Gene"
"1294","COL7A1","Dermatological","Gene"
"1296","COL8A2","Ophthamological","Gene"
"1297","COL9A1","Bone","Gene"
"1298","COL9A2","Grey","Gene"
"1299","COL9A3","Grey","Gene"
"1300","COL10A1","Grey","Gene"
"1301","COL11A1","multiple","Gene"
"1302","COL11A2","Grey","Gene"
"1308","COL17A1","Dermatological","Gene"
"1311","COMP","Grey","Gene"
"1312","COMT","Psychiatric","Gene"
"1316","KLF6","Cancer","Gene"
"1326","MAP3K8","Cancer","Gene"
"1352","COX10","Neurological","Gene"
"1355","COX15","Grey","Gene"
"1356","CP","Grey","Gene"
"1369","CPN1","Hematological","Gene"
"1371","CPOX","Metabolic","Gene"
"1373","CPS1","Metabolic","Gene"
"1374","CPT1A","Metabolic","Gene"
"1376","CPT2","Grey","Gene"
"1378","CR1","Hematological","Gene"
"1387","CREBBP","multiple","Gene"
"1406","CRX","Ophthamological","Gene"
"1409","CRYAA","Ophthamological","Gene"
"1410","CRYAB","Grey","Gene"
"1411","CRYBA1","Ophthamological","Gene"
"1414","CRYBB1","Ophthamological","Gene"
"1415","CRYBB2","Ophthamological","Gene"
"1420","CRYGC","Ophthamological","Gene"
"1421","CRYGD","Ophthamological","Gene"
"1428","CRYM","Ear,Nose,Throat","Gene"
"1436","CSF1R","Cancer","Gene"
"1439","CSF2RB","Respiratory","Gene"
"1471","CST3","Neurological","Gene"
"1476","CSTB","Neurological","Gene"
"1482","NKX2-5","Cardiovascular","Gene"
"1491","CTH","Metabolic","Gene"
"1493","CTLA4","Endocrine","Gene"
"1497","CTNS","Renal","Gene"
"1499","CTNNB1","Cancer","Gene"
"1513","CTSK","Skeletal","Gene"
"1524","CX3CR1","Immunological","Gene"
"1528","CYB5","Hematological","Gene"
"1535","CYBA","Immunological","Gene"
"1536","CYBB","Immunological","Gene"
"1540","CYLD","Dermatological","Gene"
"1545","CYP1B1","Grey","Gene"
"1548","CYP2A6","Grey","Gene"
"1557","CYP2C19","Metabolic","Gene"
"1559","CYP2C9","Grey","Gene"
"1565","CYP2D6","Metabolic","Gene"
"1577","CYP3A5","Cardiovascular","Gene"
"1583","CYP11A1","Endocrine","Gene"
"1584","CYP11B1","Endocrine","Gene"
"1585","CYP11B2","Grey","Gene"
"1586","CYP17A1","Endocrine","Gene"
"1588","CYP19A1","Grey","Gene"
"1589","CYP21A2","Endocrine","Gene"
"1593","CYP27A1","Metabolic","Gene"
"1594","CYP27B1","Bone","Gene"
"1603","DAD1","Unclassified","Gene"
"1604","DAF","Hematological","Gene"
"1618","DAZL","Renal","Gene"
"1621","DBH","Grey","Gene"
"1629","DBT","Metabolic","Gene"
"1630","DCC","Cancer","Gene"
"1636","ACE","Grey","Gene"
"1639","DCTN1","Neurological","Gene"
"1641","DCX","Neurological","Gene"
"1643","DDB2","Dermatological","Gene"
"1644","DDC","Metabolic","Gene"
"1646","AKR1C2","Nutritional","Gene"
"1649","DDIT3","Cancer","Gene"
"1674","DES","Grey","Gene"
"1678","TIMM8A","Grey","Gene"
"1687","DFNA5","Ear,Nose,Throat","Gene"
"1690","COCH","Grey","Gene"
"1716","DGUOK","multiple","Gene"
"1717","DHCR7","multiple","Gene"
"1718","DHCR24","Metabolic","Gene"
"1727","CYB5R3","Hematological","Gene"
"1728","NQO1","Grey","Gene"
"1729","DIAPH1","Ear,Nose,Throat","Gene"
"1730","DIAPH2","Renal","Gene"
"1736","DKC1","Grey","Gene"
"1741","DLG3","Neurological","Gene"
"1747","DLX3","Grey","Gene"
"1755","DMBT1","Cancer","Gene"
"1756","DMD","Grey","Gene"
"1760","DMPK","Muscular","Gene"
"1767","DNAH5","Grey","Gene"
"1773","DNASE1","Immunological","Gene"
"1785","DNM2","Neurological","Gene"
"1789","DNMT3B","multiple","Gene"
"1798","DPAGT1","Metabolic","Gene"
"1806","DPYD","Metabolic","Gene"
"1807","DPYS","Metabolic","Gene"
"1811","SLC26A3","Gastrointestinal","Gene"
"1813","DRD2","Neurological","Gene"
"1815","DRD4","Psychiatric","Gene"
"1816","DRD5","Grey","Gene"
"1822","ATN1","Neurological","Gene"
"1828","DSG1","Dermatological","Gene"
"1832","DSP","Grey","Gene"
"1834","DSPP","Grey","Gene"
"1836","SLC26A2","Grey","Gene"
"1837","DTNA","Cardiovascular","Gene"
"1861","TOR1A","Neurological","Gene"
"1889","ECE1","Grey","Gene"
"1890","ECGF1","multiple","Gene"
"1893","ECM1","Metabolic","Gene"
"1896","EDA","Dermatological","Gene"
"1908","EDN3","Grey","Gene"
"1909","EDNRA","Neurological","Gene"
"1910","EDNRB","Grey","Gene"
"1947","EFNB1","Skeletal","Gene"
"1956","EGFR","Cancer","Gene"
"1959","EGR2","Grey","Gene"
"1967","EIF2B1","Neurological","Gene"
"1991","ELA2","Hematological","Gene"
"2006","ELN","Grey","Gene"
"2010","EMD","Muscular","Gene"
"2018","EMX2","Neurological","Gene"
"2022","ENG","Cardiovascular","Gene"
"2027","ENO3","Metabolic","Gene"
"2033","EP300","Grey","Gene"
"2035","EPB41","Hematological","Gene"
"2038","EPB42","Hematological","Gene"
"2048","EPHB2","Cancer","Gene"
"2052","EPHX1","Grey","Gene"
"2053","EPHX2","Metabolic","Gene"
"2055","CLN8","Neurological","Gene"
"2057","EPOR","Hematological","Gene"
"2064","ERBB2","Cancer","Gene"
"2068","ERCC2","Grey","Gene"
"2070","EYA4","Grey","Gene"
"2071","ERCC3","Dermatological","Gene"
"2072","ERCC4","Dermatological","Gene"
"2073","ERCC5","Grey","Gene"
"2074","ERCC6","multiple","Gene"
"2099","ESR1","Grey","Gene"
"2108","ETFA","Metabolic","Gene"
"2109","ETFB","Metabolic","Gene"
"2110","ETFDH","Metabolic","Gene"
"2121","EVC","Skeletal","Gene"
"2130","EWSR1","Cancer","Gene"
"2131","EXT1","Grey","Gene"
"2132","EXT2","Bone","Gene"
"2138","EYA1","Grey","Gene"
"2147","F2","Hematological","Gene"
"2153","F5","Hematological","Gene"
"2155","F7","Grey","Gene"
"2157","F8","Hematological","Gene"
"2158","F9","Hematological","Gene"
"2159","F10","Hematological","Gene"
"2160","F11","Hematological","Gene"
"2161","F12","Hematological","Gene"
"2162","F13A1","Hematological","Gene"
"2165","F13B","Hematological","Gene"
"2166","FAAH","Psychiatric","Gene"
"2175","FANCA","multiple","Gene"
"2176","FANCC","multiple","Gene"
"2177","FANCD2","multiple","Gene"
"2178","FANCE","multiple","Gene"
"2182","ACSL4","Neurological","Gene"
"2184","FAH","Metabolic","Gene"
"2187","FANCB","multiple","Gene"
"2188","FANCF","multiple","Gene"
"2189","FANCG","multiple","Gene"
"2192","FBLN1","Skeletal","Gene"
"2200","FBN1","Grey","Gene"
"2201","FBN2","Connective_tissue_disorder","Gene"
"2202","EFEMP1","Ophthamological","Gene"
"2203","FBP1","Metabolic","Gene"
"2206","MS4A2","Respiratory","Gene"
"2209","FCGR1A","Immunological","Gene"
"2212","FCGR2A","Connective_tissue_disorder","Gene"
"2213","FCGR2B","Cancer","Gene"
"2214","FCGR3A","Grey","Gene"
"2218","FCMD","Grey","Gene"
"2235","FECH","Metabolic","Gene"
"2243","FGA","Grey","Gene"
"2244","FGB","Hematological","Gene"
"2245","FGD1","Grey","Gene"
"2255","FGF10","Gastrointestinal","Gene"
"2259","FGF14","Neurological","Gene"
"2260","FGFR1","Grey","Gene"
"2261","FGFR3","Grey","Gene"
"2263","FGFR2","Grey","Gene"
"2264","FGFR4","Cancer","Gene"
"2266","FGG","Hematological","Gene"
"2271","FH","Grey","Gene"
"2289","FKBP5","Psychiatric","Gene"
"2296","FOXC1","Grey","Gene"
"2301","FOXE3","Ophthamological","Gene"
"2303","FOXC2","Grey","Gene"
"2304","FOXE1","Endocrine","Gene"
"2308","FOXO1A","Cancer","Gene"
"2316","FLNA","Grey","Gene"
"2317","FLNB","Grey","Gene"
"2322","FLT3","Cancer","Gene"
"2324","FLT4","Grey","Gene"
"2328","FMO3","Metabolic","Gene"
"2332","FMR1","Neurological","Gene"
"2334","AFF2","Neurological","Gene"
"2395","FXN","Neurological","Gene"
"2487","FRZB","Connective_tissue_disorder","Gene"
"2488","FSHB","Endocrine","Gene"
"2489","FSHMD1A","Muscular","Gene"
"2492","FSHR","Grey","Gene"
"2495","FTH1","Hematological","Gene"
"2512","FTL","Grey","Gene"
"2516","NR5A1","Grey","Gene"
"2517","FUCA1","Metabolic","Gene"
"2523","FUT1","Hematological","Gene"
"2524","FUT2","Grey","Gene"
"2525","FUT3","Hematological","Gene"
"2528","FUT6","Metabolic","Gene"
"2538","G6PC","Metabolic","Gene"
"2539","G6PD","Grey","Gene"
"2542","SLC37A4","Metabolic","Gene"
"2548","GAA","Metabolic","Gene"
"2554","GABRA1","Neurological","Gene"
"2555","GABRA2","Unclassified","Gene"
"2562","GABRB3","Psychiatric","Gene"
"2566","GABRG2","Neurological","Gene"
"2581","GALC","Neurological","Gene"
"2582","GALE","Metabolic","Gene"
"2584","GALK1","Metabolic","Gene"
"2588","GALNS","Metabolic","Gene"
"2591","GALNT3","Bone","Gene"
"2592","GALT","Metabolic","Gene"
"2593","GAMT","Metabolic","Gene"
"2617","GARS","Grey","Gene"
"2623","GATA1","Grey","Gene"
"2625","GATA3","Endocrine","Gene"
"2626","GATA4","Cardiovascular","Gene"
"2628","GATM","Metabolic","Gene"
"2629","GBA","Metabolic","Gene"
"2632","GBE1","Metabolic","Gene"
"2638","GC","Endocrine","Gene"
"2639","GCDH","Metabolic","Gene"
"2642","GCGR","Endocrine","Gene"
"2643","GCH1","Neurological","Gene"
"2645","GCK","Grey","Gene"
"2651","GCNT2","Hematological","Gene"
"2652","OPN1MW","Ophthamological","Gene"
"2653","GCSH","Metabolic","Gene"
"2654","GCSL","Grey","Gene"
"2660","GDF8","Muscular","Gene"
"2664","GDI1","Neurological","Gene"
"2668","GDNF","Grey","Gene"
"2670","GFAP","multiple","Gene"
"2672","GFI1","Hematological","Gene"
"2677","GGCX","Hematological","Gene"
"2683","B4GALT1","Metabolic","Gene"
"2688","GH1","Endocrine","Gene"
"2690","GHR","Skeletal","Gene"
"2692","GHRHR","Endocrine","Gene"
"2694","GIF","Hematological","Gene"
"2697","GJA1","Grey","Gene"
"2700","GJA3","Ophthamological","Gene"
"2703","GJA8","Ophthamological","Gene"
"2705","GJB1","Neurological","Gene"
"2706","GJB2","Grey","Gene"
"2707","GJB3","Grey","Gene"
"2710","GK","Metabolic","Gene"
"2717","GLA","Metabolic","Gene"
"2719","GPC3","Grey","Gene"
"2720","GLB1","Metabolic","Gene"
"2729","GCLC","Hematological","Gene"
"2730","GCLM","Cardiovascular","Gene"
"2731","GLDC","Metabolic","Gene"
"2736","GLI2","multiple","Gene"
"2737","GLI3","Grey","Gene"
"2739","GLO1","Psychiatric","Gene"
"2741","GLRA1","Neurological","Gene"
"2743","GLRB","Neurological","Gene"
"2746","GLUD1","Metabolic","Gene"
"2760","GM2A","Metabolic","Gene"
"2771","GNAI2","Grey","Gene"
"2778","GNAS","Grey","Gene"
"2779","GNAT1","Ophthamological","Gene"
"2780","GNAT2","Ophthamological","Gene"
"2784","GNB3","Cardiovascular","Gene"
"2798","GNRHR","Endocrine","Gene"
"2799","GNS","Metabolic","Gene"
"2811","GP1BA","Hematological","Gene"
"2812","GP1BB","Hematological","Gene"
"2815","GP9","Hematological","Gene"
"2820","GPD2","Endocrine","Gene"
"2821","GPI","Hematological","Gene"
"2908","NR3C1","Endocrine","Gene"
"2934","GSN","Neurological","Gene"
"2937","GSS","Grey","Gene"
"2956","MSH6","Cancer","Gene"
"2978","GUCA1A","Ophthamological","Gene"
"2989","GULOP","Nutritional","Gene"
"2990","GUSB","Metabolic","Gene"
"2993","GYPA","Hematological","Gene"
"2994","GYPB","Hematological","Gene"
"2995","GYPC","Grey","Gene"
"2998","GYS2","Metabolic","Gene"
"3000","GUCY2D","Ophthamological","Gene"
"3028","HADH2","Metabolic","Gene"
"3030","HADHA","Metabolic","Gene"
"3032","HADHB","Metabolic","Gene"
"3033","HADHSC","Metabolic","Gene"
"3034","HAL","Metabolic","Gene"
"3039","HBA1","Hematological","Gene"
"3040","HBA2","Hematological","Gene"
"3043","HBB","Hematological","Gene"
"3045","HBD","Hematological","Gene"
"3047","HBG1","Hematological","Gene"
"3048","HBG2","Hematological","Gene"
"3053","SERPIND1","Hematological","Gene"
"3060","HCRT","Psychiatric","Gene"
"3064","HD","Neurological","Gene"
"3073","HEXA","Metabolic","Gene"
"3074","HEXB","Grey","Gene"
"3075","CFH","Grey","Gene"
"3077","HFE","Metabolic","Gene"
"3081","HGD","Metabolic","Gene"
"3098","HK1","Hematological","Gene"
"3106","HLA-B","Grey","Gene"
"3110","HLXB9","Skeletal","Gene"
"3115","HLA-DPB1","Unclassified","Gene"
"3119","HLA-DQB1","Neurological","Gene"
"3123","HLA-DRB1","Immunological","Gene"
"3141","HLCS","Metabolic","Gene"
"3145","HMBS","Metabolic","Gene"
"3155","HMGCL","Metabolic","Gene"
"3156","HMGCR","Metabolic","Gene"
"3158","HMGCS2","Metabolic","Gene"
"3162","HMOX1","Metabolic","Gene"
"3172","HNF4A","Endocrine","Gene"
"3176","HNMT","Respiratory","Gene"
"3198","HOXA1","Neurological","Gene"
"3207","HOXA11","multiple","Gene"
"3209","HOXA13","multiple","Gene"
"3233","HOXD4","Cancer","Gene"
"3236","HOXD10","Grey","Gene"
"3239","HOXD13","Skeletal","Gene"
"3240","HP","Hematological","Gene"
"3242","HPD","Metabolic","Gene"
"3251","HPRT1","Metabolic","Gene"
"3257","HPS1","multiple","Gene"
"3265","HRAS","Grey","Gene"
"3273","HRG","Hematological","Gene"
"3284","HSD3B2","Metabolic","Gene"
"3290","HSD11B1","Metabolic","Gene"
"3291","HSD11B2","Grey","Gene"
"3293","HSD17B3","Developmental","Gene"
"3295","HSD17B4","Metabolic","Gene"
"3299","HSF4","Ophthamological","Gene"
"3315","HSPB1","Neurological","Gene"
"3329","HSPD1","Neurological","Gene"
"3339","HSPG2","Grey","Gene"
"3356","HTR2A","Grey","Gene"
"3373","HYAL1","Metabolic","Gene"
"3383","ICAM1","Immunological","Gene"
"3386","ICAM4","Hematological","Gene"
"3423","IDS","Metabolic","Gene"
"3425","IDUA","Metabolic","Gene"
"3426","IF","Immunological","Gene"
"3458","IFNG","Grey","Gene"
"3459","IFNGR1","Grey","Gene"
"3460","IFNGR2","Immunological","Gene"
"3476","IGBP1","Neurological","Gene"
"3479","IGF1","Developmental","Gene"
"3480","IGF1R","Developmental","Gene"
"3481","IGF2","Developmental","Gene"
"3482","IGF2R","Cancer","Gene"
"3483","IGFALS","Endocrine","Gene"
"3501","IGHG2","Immunological","Gene"
"3507","IGHM","Hematological","Gene"
"3508","IGHMBP2","Muscular","Gene"
"3514","IGKC","Immunological","Gene"
"3543","IGLL1","Hematological","Gene"
"3549","IHH","Skeletal","Gene"
"3553","IL1B","Cancer","Gene"
"3557","IL1RN","Cancer","Gene"
"3559","IL2RA","Immunological","Gene"
"3561","IL2RG","Immunological","Gene"
"3566","IL4R","Immunological","Gene"
"3569","IL6","Immunological","Gene"
"3575","IL7R","Immunological","Gene"
"3586","IL10","Grey","Gene"
"3593","IL12B","Respiratory","Gene"
"3594","IL12RB1","Immunological","Gene"
"3596","IL13","Grey","Gene"
"3614","IMPDH1","Ophthamological","Gene"
"3621","ING1","Cancer","Gene"
"3630","INS","Endocrine","Gene"
"3640","INSL3","Renal","Gene"
"3643","INSR","Grey","Gene"
"3651","IPF1","Grey","Gene"
"3655","ITGA6","Dermatological","Gene"
"3659","IRF1","Grey","Gene"
"3662","IRF4","Cancer","Gene"
"3664","IRF6","Grey","Gene"
"3667","IRS1","Endocrine","Gene"
"3674","ITGA2B","Hematological","Gene"
"3679","ITGA7","Muscular","Gene"
"3689","ITGB2","Immunological","Gene"
"3690","ITGB3","Hematological","Gene"
"3691","ITGB4","Dermatological","Gene"
"3700","ITIH4","Metabolic","Gene"
"3704","ITPA","Metabolic","Gene"
"3712","IVD","Metabolic","Gene"
"3717","JAK2","Hematological","Gene"
"3718","JAK3","Immunological","Gene"
"3728","JUP","multiple","Gene"
"3730","KAL1","multiple","Gene"
"3736","KCNA1","Neurological","Gene"
"3753","KCNE1","Grey","Gene"
"3757","KCNH2","Cardiovascular","Gene"
"3758","KCNJ1","multiple","Gene"
"3759","KCNJ2","Cardiovascular","Gene"
"3767","KCNJ11","Grey","Gene"
"3778","KCNMA1","Neurological","Gene"
"3779","KCNMB1","Cardiovascular","Gene"
"3784","KCNQ1","Grey","Gene"
"3785","KCNQ2","Neurological","Gene"
"3786","KCNQ3","Neurological","Gene"
"3791","KDR","Cancer","Gene"
"3792","KEL","Hematological","Gene"
"3795","KHK","Metabolic","Gene"
"3798","KIF5A","Neurological","Gene"
"3811","KIR3DL1","Immunological","Gene"
"3815","KIT","Grey","Gene"
"3816","KLK1","Renal","Gene"
"3818","KLKB1","Hematological","Gene"
"3827","KNG1","Hematological","Gene"
"3845","KRAS","Cancer","Gene"
"3848","KRT1","Dermatological","Gene"
"3849","KRT2A","Dermatological","Gene"
"3850","KRT3","Ophthamological","Gene"
"3851","KRT4","Connective_tissue_disorder","Gene"
"3852","KRT5","Dermatological","Gene"
"3853","KRT6A","Dermatological","Gene"
"3854","KRT6B","Dermatological","Gene"
"3856","KRT8","Gastrointestinal","Gene"
"3857","KRT9","Dermatological","Gene"
"3858","KRT10","Dermatological","Gene"
"3859","KRT12","Ophthamological","Gene"
"3860","KRT13","Connective_tissue_disorder","Gene"
"3861","KRT14","Dermatological","Gene"
"3868","KRT16","Dermatological","Gene"
"3872","KRT17","Dermatological","Gene"
"3875","KRT18","Gastrointestinal","Gene"
"3887","KRTHB1","Dermatological","Gene"
"3892","KRTHB6","Dermatological","Gene"
"3897","L1CAM","Grey","Gene"
"3908","LAMA2","Muscular","Gene"
"3909","LAMA3","Grey","Gene"
"3913","LAMB2","Ophthamological","Gene"
"3914","LAMB3","Dermatological","Gene"
"3918","LAMC2","Dermatological","Gene"
"3920","LAMP2","Metabolic","Gene"
"3930","LBR","Grey","Gene"
"3931","LCAT","Metabolic","Gene"
"3938","LCT","Metabolic","Gene"
"3939","LDHA","Metabolic","Gene"
"3945","LDHB","Metabolic","Gene"
"3949","LDLR","Metabolic","Gene"
"3952","LEP","Nutritional","Gene"
"3953","LEPR","Nutritional","Gene"
"3957","LGALS2","Cardiovascular","Gene"
"3972","LHB","Endocrine","Gene"
"3973","LHCGR","Grey","Gene"
"3977","LIFR","multiple","Gene"
"3978","LIG1","multiple","Gene"
"3981","LIG4","Grey","Gene"
"3982","LIM2","Ophthamological","Gene"
"3988","LIPA","Metabolic","Gene"
"3990","LIPC","Metabolic","Gene"
"3998","LMAN1","Hematological","Gene"
"4000","LMNA","Grey","Gene"
"4010","LMX1B","multiple","Gene"
"4014","LOR","Grey","Gene"
"4018","LPA","Metabolic","Gene"
"4023","LPL","Metabolic","Gene"
"4026","LPP","Cancer","Gene"
"4041","LRP5","Grey","Gene"
"4049","LTA","Cardiovascular","Gene"
"4059","LU","Hematological","Gene"
"4068","SH2D1A","Cancer","Gene"
"4069","LYZ","Neurological","Gene"
"4070","TACSTD2","Ophthamological","Gene"
"4089","SMAD4","Cancer","Gene"
"4125","MAN2B1","Metabolic","Gene"
"4126","MANBA","Metabolic","Gene"
"4128","MAOA","Unclassified","Gene"
"4137","MAPT","Neurological","Gene"
"4143","MAT1A","Metabolic","Gene"
"4148","MATN3","Grey","Gene"
"4153","MBL2","Immunological","Gene"
"4157","MC1R","Grey","Gene"
"4158","MC2R","Endocrine","Gene"
"4159","MC3R","Nutritional","Gene"
"4160","MC4R","Nutritional","Gene"
"4163","MCC","Cancer","Gene"
"4166","CHST6","Ophthamological","Gene"
"4175","MCM6","Grey","Gene"
"4193","MDM2","Cancer","Gene"
"4197","MDS1","Muscular","Gene"
"4200","ME2","Neurological","Gene"
"4204","MECP2","Grey","Gene"
"4205","MEF2A","Cardiovascular","Gene"
"4210","MEFV","Immunological","Gene"
"4221","MEN1","Grey","Gene"
"4233","MET","Cancer","Gene"
"4247","MGAT2","Metabolic","Gene"
"4256","MGP","multiple","Gene"
"4261","CIITA","Grey","Gene"
"4281","MID1","multiple","Gene"
"4282","MIF","Connective_tissue_disorder","Gene"
"4284","MIP","Ophthamological","Gene"
"4286","MITF","multiple","Gene"
"4287","ATXN3","Neurological","Gene"
"4292","MLH1","Cancer","Gene"
"4306","NR3C2","Grey","Gene"
"4312","MMP1","Respiratory","Gene"
"4313","MMP2","Bone","Gene"
"4314","MMP3","Cardiovascular","Gene"
"4329","ALDH6A1","Metabolic","Gene"
"4330","MN1","Cancer","Gene"
"4337","MOCS1","Metabolic","Gene"
"4338","MOCS2","Metabolic","Gene"
"4351","MPI","Metabolic","Gene"
"4352","MPL","Hematological","Gene"
"4353","MPO","Grey","Gene"
"4359","MPZ","Grey","Gene"
"4361","MRE11A","Immunological","Gene"
"4436","MSH2","Cancer","Gene"
"4437","MSH3","Cancer","Gene"
"4481","MSR1","Cancer","Gene"
"4487","MSX1","Grey","Gene"
"4488","MSX2","Skeletal","Gene"
"4522","MTHFD1","Developmental","Gene"
"4524","MTHFR","Metabolic","Gene"
"4534","MTM1","Muscular","Gene"
"4547","MTP","Metabolic","Gene"
"4548","MTR","Grey","Gene"
"4552","MTRR","Grey","Gene"
"4591","TRIM37","multiple","Gene"
"4594","MUT","Metabolic","Gene"
"4595","MUTYH","Cancer","Gene"
"4598","MVK","Grey","Gene"
"4601","MXI1","Cancer","Gene"
"4607","MYBPC3","Cardiovascular","Gene"
"4609","MYC","Cancer","Gene"
"4613","MYCN","multiple","Gene"
"4618","MYF6","Muscular","Gene"
"4620","MYH2","Muscular","Gene"
"4624","MYH6","Cardiovascular","Gene"
"4625","MYH7","Grey","Gene"
"4626","MYH8","multiple","Gene"
"4627","MYH9","Grey","Gene"
"4633","MYL2","Cardiovascular","Gene"
"4634","MYL3","Cardiovascular","Gene"
"4640","MYO1A","Ear,Nose,Throat","Gene"
"4644","MYO5A","Dermatological","Gene"
"4646","MYO6","Ear,Nose,Throat","Gene"
"4647","MYO7A","Grey","Gene"
"4653","MYOC","Ophthamological","Gene"
"4668","NAGA","Metabolic","Gene"
"4669","NAGLU","Metabolic","Gene"
"4683","NBN","Grey","Gene"
"4687","NCF1","Immunological","Gene"
"4688","NCF2","Immunological","Gene"
"4692","NDN","multiple","Gene"
"4693","NDP","Grey","Gene"
"4703","NEB","Muscular","Gene"
"4719","NDUFS1","multiple","Gene"
"4720","NDUFS2","multiple","Gene"
"4722","NDUFS3","Neurological","Gene"
"4723","NDUFV1","Grey","Gene"
"4724","NDUFS4","Grey","Gene"
"4726","NDUFS6","multiple","Gene"
"4728","NDUFS8","Neurological","Gene"
"4729","NDUFV2","Neurological","Gene"
"4744","NEFH","Neurological","Gene"
"4747","NEFL","Neurological","Gene"
"4758","NEU1","Metabolic","Gene"
"4760","NEUROD1","Endocrine","Gene"
"4763","NF1","Cancer","Gene"
"4771","NF2","Cancer","Gene"
"4792","NFKBIA","Dermatological","Gene"
"4795","NFKBIL1","Connective_tissue_disorder","Gene"
"4803","NGFB","Neurological","Gene"
"4810","NHS","Ophthamological","Gene"
"4830","NME1","Cancer","Gene"
"4838","NODAL","Developmental","Gene"
"4842","NOS1","Developmental","Gene"
"4843","NOS2A","Immunological","Gene"
"4846","NOS3","Grey","Gene"
"4854","NOTCH3","Cardiovascular","Gene"
"4860","NP","Immunological","Gene"
"4864","NPC1","Metabolic","Gene"
"4867","NPHP1","Grey","Gene"
"4868","NPHS1","Renal","Gene"
"4869","NPM1","Cancer","Gene"
"4882","NPR2","Skeletal","Gene"
"4891","SLC11A2","Hematological","Gene"
"4893","NRAS","Cancer","Gene"
"4901","NRL","Ophthamological","Gene"
"4902","NRTN","Gastrointestinal","Gene"
"4914","NTRK1","Grey","Gene"
"4915","NTRK2","Nutritional","Gene"
"4920","ROR2","Grey","Gene"
"4926","NUMA1","Cancer","Gene"
"4929","NR4A2","Neurological","Gene"
"4935","GPR143","Ophthamological","Gene"
"4938","OAS1","Immunological","Gene"
"4942","OAT","Metabolic","Gene"
"4948","OCA2","Dermatological","Gene"
"4952","OCRL","Grey","Gene"
"4953","ODC1","Cancer","Gene"
"4968","OGG1","Cancer","Gene"
"4973","OLR1","Cardiovascular","Gene"
"4976","OPA1","Ophthamological","Gene"
"4978","OPCML","Cancer","Gene"
"4982","TNFRSF11B","Bone","Gene"
"4983","OPHN1","Neurological","Gene"
"4988","OPRM1","Neurological","Gene"
"4990","SIX6","Ophthamological","Gene"
"5002","SLC22A18","Cancer","Gene"
"5009","OTC","Metabolic","Gene"
"5019","OXCT1","Metabolic","Gene"
"5023","P2RX1","Hematological","Gene"
"5027","P2RX7","Cancer","Gene"
"5048","PAFAH1B1","Neurological","Gene"
"5053","PAH","Metabolic","Gene"
"5063","PAK3","Neurological","Gene"
"5071","PARK2","Grey","Gene"
"5076","PAX2","Grey","Gene"
"5077","PAX3","Grey","Gene"
"5080","PAX6","Grey","Gene"
"5081","PAX7","Cancer","Gene"
"5083","PAX9","Skeletal","Gene"
"5091","PC","Metabolic","Gene"
"5092","PCBD1","Metabolic","Gene"
"5095","PCCA","Metabolic","Gene"
"5096","PCCB","Metabolic","Gene"
"5108","PCM1","Cancer","Gene"
"5122","PCSK1","Nutritional","Gene"
"5133","PDCD1","Immunological","Gene"
"5144","PDE4D","Cardiovascular","Gene"
"5145","PDE6A","Ophthamological","Gene"
"5155","PDGFB","Cancer","Gene"
"5156","PDGFRA","Grey","Gene"
"5157","PDGFRL","Cancer","Gene"
"5158","PDE6B","Ophthamological","Gene"
"5159","PDGFRB","Cancer","Gene"
"5160","PDHA1","Grey","Gene"
"5162","PDHB","Metabolic","Gene"
"5167","ENPP1","Grey","Gene"
"5172","SLC26A4","Ear,Nose,Throat","Gene"
"5184","PEPD","Connective_tissue_disorder","Gene"
"5189","PEX1","Grey","Gene"
"5190","PEX6","multiple","Gene"
"5191","PEX7","Grey","Gene"
"5192","PEX10","Grey","Gene"
"5193","PEX12","multiple","Gene"
"5194","PEX13","Grey","Gene"
